EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2281,Elijiah,Gray,10-Sep-19,,Production Manager,Shannon Klein,elijiah.gray@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Laborer,Male,1752,Hispanic,Single,Fully Meets,4
2282,Charles,Bozzi,25-Apr-19,,Production Manager,Richard Jackson,charles.bozzi@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,28-07-1967,MA,Engineer,Male,1901,Asian,Single,Fully Meets,4
2283,Sean,Quinn,03-Oct-18,27-Jun-19,Shared Services Manager,Michael Stevenson,sean.quinn@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Available area dog Republican big town left.,Admin Offices,Field Operations,17-12-1961,MA,Technician,Male,2045,White,Single,Fully Meets,4
2284,Jennifer,Zamora,14-Jun-22,,CIO,Jim Lee,jennifer.zamora@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,23-09-1960,MA,Foreman,Female,2067,Other,Widowed,Fully Meets,2
2285,Webster L,Butler,15-Feb-22,,Production Manager,Thomas Green,webster l.butler@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,28-05-1971,MA,Coordinator,Male,2169,Other,Single,Fully Meets,5
2286,Brannon,Miller,24-Sep-18,18-Jan-21,Production Manager,Jonathan Nguyen,brannon.miller@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Voluntary,Place doctor be water message activity.,Production       ,General - Eng,10-10-1981,MA,Specialist,Male,2045,Black,Divorced,Fully Meets,2
2287,Ketsia,Liebig,09-Mar-22,08-Apr-23,Production Manager,James Hunt,ketsia.liebig@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Involuntary,Rise she since boy.,Production       ,General - Con,20-03-1961,MA,Technician,Female,2110,White,Single,Fully Meets,2
2288,Kelley,Spirea,07-Nov-18,25-May-20,Production Manager,Laura Mccarty,kelley.spirea@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Involuntary,Foreign thank people.,Production       ,Fielders,09-09-1984,MA,Engineer,Female,2451,Black,Divorced,Fully Meets,5
2289,Brandon R,LeBlanc,31-Aug-19,,Shared Services Manager,James Reynolds,brandon r.leblanc@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Admin Offices,Field Operations,05-03-1962,MA,Laborer,Male,1460,White,Single,Fully Meets,4
2290,Debra,Houlihan,27-Nov-20,05-Jul-23,Director of Sales,Joseph Chavez,debra.houlihan@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Retirement,Such physical more himself movie.,Sales,Wireline Construction,16-04-1942,RI,Groundman,Female,2908,Hispanic,Widowed,Fully Meets,2
2291,Elisa,Bramante,07-Jul-20,,Director of Operations,Mr. Nicholas Greene,elisa.bramante@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,17-02-1985,MA,Technician,Female,2030,Black,Married,Fully Meets,4
2292,Jonathan,Hogland,11-Jan-20,,Production Manager,Ann Watson,jonathan.hogland@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,07-04-1963,MA,Foreman,Male,1890,White,Widowed,Fully Meets,2
2293,David,Stanley,15-Jun-20,05-Sep-21,Production Manager,Richard Collins,david.stanley@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Health more majority think sister.,Production       ,Field Operations,01-04-1998,MA,Laborer,Male,1803,Other,Single,Fully Meets,2
2294,Ariana,Strickland,10-Oct-20,,Production Manager,Amanda Harris,ariana.strickland@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,03-12-1975,MA,Engineer,Male,6930,Black,Single,Fully Meets,4
2295,Everett,Jordan,19-May-22,10-Apr-23,Production Manager,Michael Davis,everett.jordan@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Involuntary,Two describe leg executive that ok.,Production       ,Field Operations,25-01-1999,MA,Driller,Female,53295,Asian,Divorced,Fully Meets,5
2296,Ronnie,Middleton,25-Aug-21,,Production Manager,Caroline Reynolds,ronnie.middleton@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,18-04-1973,MA,Driller,Female,85028,Hispanic,Divorced,Fully Meets,1
2297,Deandre,Richard,18-Dec-18,25-Sep-19,Production Manager,Christine Adams,deandre.richard@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Resignation,Gas place rich dog process movement along.,Production       ,Aerial,23-09-1958,MA,Laborer,Female,92649,Black,Single,Fully Meets,2
2298,Terry,Gay,05-Aug-23,,Production Manager,Kelsey Morales,terry.gay@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,27-04-1958,MA,Laborer,Female,9493,Other,Married,Fully Meets,4
2299,Emiliano,Rich,13-Apr-22,17-Apr-23,Production Manager,Ashley Cummings,emiliano.rich@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Resignation,Learn staff above address.,Production       ,Field Operations,24-02-1942,MA,Laborer,Female,12684,Asian,Married,Fully Meets,2
2300,Wesley,Nguyen,26-Sep-20,,Production Manager,Donna Pope,wesley.nguyen@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Underground,04-09-1947,MA,Laborer,Female,37470,Black,Single,Fully Meets,5
2301,Lauren,Keith,12-Feb-21,03-Aug-22,Production Manager,Peter Williams,lauren.keith@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Voluntary,Join executive spend speak many sometimes.,Production       ,Underground,12-08-1946,MA,Operator,Female,1425,Asian,Single,Fully Meets,1
2302,Marlene,Rhodes,02-Jan-19,09-Oct-20,Production Manager,Katie Carroll,marlene.rhodes@bilearner.com,PL,Terminated for Cause,Contract,Zone C,Temporary,Resignation,Per spend challenge key ever say.,Production       ,Wireline Construction,28-11-1988,MA,Operator,Female,23761,Hispanic,Married,Fully Meets,4
2303,Penelope,Jordan,26-Oct-19,22-Jul-23,Production Manager,Christopher Owen,penelope.jordan@bilearner.com,NEL,Terminated for Cause,Contract,Zone C,Temporary,Resignation,Plant white design action.,Production       ,Field Operations,27-12-1957,MA,Driver,Female,73691,Black,Divorced,Fully Meets,5
2304,Marlon,Stanton,11-Apr-21,,President & CEO,Michael Richardson,marlon.stanton@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,21-04-1957,MA,Manager,Female,66973,White,Divorced,Fully Meets,2
2305,Rosemary,Thornton,11-Dec-19,12-May-21,Network Engineer,Tracy Logan,rosemary.thornton@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Resignation,Want agency relationship house nice mother.,Production       ,Field Operations,03-10-1970,MA,Laborer,Female,18379,White,Divorced,Fully Meets,2
2306,Ayanna,Lutz,21-Oct-20,14-May-23,Network Engineer,Thomas Whitaker,ayanna.lutz@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Think network make manager.,Production       ,Project Management - Con,06-11-1999,MA,Technician,Male,91517,Hispanic,Married,Fully Meets,1
2307,Case,Hahn,08-May-20,,Network Engineer,James Hernandez,case.hahn@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Executive Office,Project Management - Con,05-05-1988,MA,Project Manager,Male,1057,Asian,Single,Fully Meets,2
2308,Asia,Rivers,24-May-22,13-Oct-22,Data Analyst,Matthew Tucker,asia.rivers@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Retirement,Where vote relate expect executive game seem.,Production       ,Field Operations,09-05-1999,MA,Coordinator,Male,20854,Other,Divorced,Fully Meets,5
2309,Alexa,Mercer,05-Jun-19,,Data Analyst,Kelly Mathis,alexa.mercer@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,07-04-1991,MA,Technician,Male,39014,Hispanic,Widowed,Fully Meets,2
2310,Jade,Sloan,21-Apr-22,,Data Analyst ,Kimberly Garcia,jade.sloan@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Fielders,21-11-1983,MA,Engineer,Male,10223,Hispanic,Single,Fully Meets,5
2311,Araceli,Castillo,10-Dec-19,21-Feb-23,Data Analyst,Craig White,araceli.castillo@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Voluntary,Ago usually quickly Mrs television guess.,Production       ,Field Operations,25-03-1971,MA,Laborer,Female,85441,Black,Divorced,Fully Meets,2
2312,Maximilian,Carney,26-Nov-19,,Data Analyst,Samantha Barnett,maximilian.carney@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,Field Operations,11-12-1951,MA,Laborer,Male,96303,Asian,Widowed,Fully Meets,4
2313,Ayanna,Bowman,13-Sep-21,,Data Analyst,Sara Clayton,ayanna.bowman@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Shop (Fleet),30-10-2000,MA,Shop,Male,40706,Asian,Divorced,Fully Meets,2
2314,Lia,Blair,19-Aug-19,,Data Analyst,Vanessa Bell,lia.blair@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Field Operations,18-10-1961,MA,Technician,Female,48955,Asian,Married,Fully Meets,1
2315,Marcelo,Flowers,12-Jun-22,09-Jul-23,Production Manager,Kyle Strong,marcelo.flowers@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Voluntary,Probably must design.,Production       ,Project Management - Con,19-02-1986,MA,Project Manager,Female,83033,Other,Married,Fully Meets,4
2316,Antwan,Gay,21-Jul-21,,Production Manager,Michelle Walker,antwan.gay@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,29-09-1973,MA,Technician,Male,14556,Asian,Divorced,Fully Meets,2
2317,Jaydan,Hoffman,13-Nov-20,,Production Manager,Debbie Smith,jaydan.hoffman@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),16-06-1944,MA,Manager,Female,76366,Black,Single,Fully Meets,1
2318,Faith,Golden,20-Feb-22,,Production Manager,Samuel Brown,faith.golden@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,25-03-1957,MA,Laborer,Female,57512,White,Widowed,Fully Meets,2
2319,Kaylee,Harvey,28-Mar-19,14-Apr-22,Production Manager,Steven Miller,kaylee.harvey@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Continue move everything.,Production       ,General - Sga,18-02-1983,MA,Administrator,Female,31008,White,Widowed,Fully Meets,5
2320,Kristen,Peters,26-Oct-22,17-Jun-23,Production Manager,David Powers,kristen.peters@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Else enjoy include expect.,Production       ,Fielders,09-09-1964,MA,Engineer,Female,64961,White,Single,Fully Meets,4
2321,Hadassah,Gallegos,10-May-23,14-May-23,Production Manager,Kimberly Owen,hadassah.gallegos@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Voluntary,Camera four star growth design then.,Production       ,Field Operations,21-08-1951,MA,Technician,Female,1269,Black,Divorced,Fully Meets,2
2322,Ariel,Cervantes,01-Sep-22,,Production Manager,Angela Sims,ariel.cervantes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,27-04-1963,MA,Driller,Female,73596,Asian,Divorced,Fully Meets,5
2323,Aubree,Villanueva,21-Apr-21,17-Aug-21,Production Manager,Sheila Roberts MD,aubree.villanueva@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Retirement,Fill outside then discuss table.,Production       ,Project Management - Con,05-07-1959,MA,Manager,Female,35263,Asian,Divorced,Fully Meets,5
2324,Aspen,Dixon,23-Jul-21,15-Feb-23,Production Manager,Justin Perez,aspen.dixon@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone A,Temporary,Involuntary,International time want art own sit.,Production       ,General - Con,17-07-1996,MA,Splicer,Female,94592,Black,Widowed,Fully Meets,4
2325,Keenan,Jensen,29-Dec-20,,Production Manager,Megan Rich,keenan.jensen@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,20-10-1999,MA,Laborer,Female,60295,Asian,Divorced,Fully Meets,1
2326,Malakai,Whitehead,08-Aug-22,,President & CEO,James Dorsey,malakai.whitehead@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Project Management - Con,19-11-1947,MA,Safety,Female,25257,Black,Single,Fully Meets,2
2327,Parker,Cunningham,30-Jul-20,,Network Engineer,Erik Gray MD,parker.cunningham@bilearner.com,EW,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,27-11-1971,MA,Laborer,Male,43033,Black,Married,Fully Meets,4
2328,Kadyn,Herring,18-Mar-19,,Network Engineer,Steven Ayala,kadyn.herring@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,26-05-1980,MA,Splicer,Male,48068,Asian,Divorced,Fully Meets,4
2329,Aubree,Anderson,25-Jul-19,03-Sep-22,Network Engineer,Larry Gonzales,aubree.anderson@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,War way happy safe consumer probably.,Executive Office,Aerial,26-10-1962,MA,Lineman,Male,82740,Asian,Single,Fully Meets,2
2330,John,Forbes,16-Oct-21,,Data Analyst,Crystal Mahoney,john.forbes@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Executive,13-12-1957,MA,Vp,Male,57688,Other,Married,Fully Meets,2
2331,Violet,Willis,06-Dec-19,29-Oct-21,Data Analyst,Sara Edwards,violet.willis@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Retirement,Energy general place investment notice.,Production       ,Wireline Construction,14-02-1952,MA,Supervisor,Male,34849,Black,Divorced,Fully Meets,1
2332,Jaime,Austin,29-Jun-19,21-Jul-20,Data Analyst ,Lisa Barrera,jaime.austin@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Involuntary,Choice while growth future.,Production       ,Fielders,21-08-1971,MA,Engineer,Male,31351,White,Widowed,Fully Meets,4
2333,Natalee,Lane,03-Apr-19,,Data Analyst,Melissa Hodges,natalee.lane@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Yard (Material Handling),19-07-1951,MA,Associate,Female,17611,Asian,Divorced,Fully Meets,1
2334,Iris,Preston,21-Jul-21,03-Sep-22,Data Analyst,Alexandria Hahn,iris.preston@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Retirement,According term along ago leave.,IT/IS,Engineers,19-02-1983,MA,Engineer,Male,93589,Asian,Single,Fully Meets,4
2335,Magdalena,Fischer,27-Jul-22,,Data Analyst,Charles Willis,magdalena.fischer@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,General - Con,19-11-1944,MA,Foreman,Male,58353,White,Divorced,Fully Meets,4
2336,Walter,Dominguez,06-Oct-19,,Production Manager,Tim Wilcox,walter.dominguez@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,06-05-1984,MA,Foreman,Female,61633,Other,Single,Fully Meets,4
2337,Hallie,Macias,16-Apr-21,,Production Manager,Amber White,hallie.macias@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,25-01-1989,MA,Engineer,Male,29639,Other,Single,Fully Meets,4
2338,Ivan,Hull,10-Oct-18,02-May-22,Production Manager,Robert Sullivan,ivan.hull@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Body move possible play. Relate husband Mrs.,Production       ,Project Management - Con,06-08-1971,MA,Supervisor,Female,6536,Other,Married,Fully Meets,4
2339,India,Kemp,25-Jul-22,08-Nov-22,Production Manager,Brett Aguilar,india.kemp@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Pretty he matter south treat benefit.,Production       ,General - Sga,06-08-1972,MA,Administrator,Female,19049,Black,Married,Fully Meets,1
2340,Alice,Dudley,17-Mar-21,13-May-23,Production Manager,Derrick Cannon,alice.dudley@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor phone billion none very evidence.,Production       ,General - Con,27-02-2001,MA,Laborer,Female,29529,White,Single,Fully Meets,5
2341,Jesus,Hendricks,13-Oct-18,,Production Manager,Brandon Walsh,jesus.hendricks@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,02-11-1984,MA,Mechanic,Female,36574,Hispanic,Divorced,Fully Meets,2
2342,Eli,Owens,09-Jan-20,,Production Manager,Richard Higgins,eli.owens@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,14-05-1967,MA,Laborer,Female,5298,Other,Single,Fully Meets,5
2343,Emelia,Mcintyre,18-Sep-19,,Production Manager,Robert Warren,emelia.mcintyre@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireless,17-10-1998,MA,Technician,Female,38735,Hispanic,Single,Fully Meets,4
2344,Jaden,Bates,26-Oct-19,10-Mar-20,Production Manager,Regina Smith,jaden.bates@bilearner.com,PL,Active,Contract,Zone C,Temporary,Retirement,Money start prove.,Production       ,Yard (Material Handling),23-08-1991,MA,Engineer,Female,42542,Other,Divorced,Fully Meets,1
2345,Nyla,Schwartz,14-Sep-20,30-May-23,Production Manager,Cindy Schneider,nyla.schwartz@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Upon around example dream style technology term.,Production       ,Field Operations,10-01-1971,MA,Specialist,Female,7521,Hispanic,Married,Fully Meets,2
2346,Taryn,Black,09-Apr-23,,Production Manager,Elizabeth Dillon,taryn.black@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,28-02-1984,MA,Technician,Female,9394,Hispanic,Widowed,Fully Meets,4
2347,Karley,Novak,25-Oct-19,,President & CEO,Jesus Smith,karley.novak@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,07-11-1977,MA,Laborer,Female,14720,White,Single,Fully Meets,1
2348,Payten,Harvey,25-Jun-22,,Network Engineer,Timothy Waters,payten.harvey@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-02-1976,MA,Technician,Male,85605,Asian,Single,Fully Meets,1
2349,Reagan,Atkinson,26-Jan-23,27-Feb-23,Network Engineer,Joshua Johnson,reagan.atkinson@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Voluntary,Address machine break person force interview.,Production       ,General - Con,03-06-1956,MA,Laborer,Male,38286,Black,Widowed,Fully Meets,4
2350,Rey,Werner,19-Feb-20,,Network Engineer,Joanna Foster,rey.werner@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Executive Office,Wireline Construction,24-04-1973,MA,Laborer,Male,59836,Black,Divorced,Fully Meets,2
2351,Kendall,Mcintyre,24-Dec-19,21-Jun-20,Data Analyst,Rita Abbott,kendall.mcintyre@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Market as per stop kid score detail.,Production       ,Engineers,27-02-1943,MA,Technician,Male,25767,Hispanic,Widowed,Fully Meets,4
2352,Anahi,Frye,16-Oct-20,15-Nov-20,Data Analyst,Renee Ritter,anahi.frye@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Retirement,Practice miss lead message measure.,Production       ,General - Con,31-12-1993,MA,Lineman,Male,19689,White,Widowed,Fully Meets,2
2353,Dalia,Booth,07-Sep-18,,Data Analyst ,Michelle Nguyen,dalia.booth@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Field Operations,26-07-1997,MA,Foreman,Female,19035,Hispanic,Married,Fully Meets,2
2354,Charlee,Navarro,07-Jan-22,29-Jun-22,Data Analyst,Elizabeth Houston,charlee.navarro@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Especially usually citizen do.,IT/IS,Wireline Construction,02-09-1971,MA,Clerk,Female,61793,White,Divorced,Fully Meets,2
2355,Karter,Perry,25-Mar-19,23-Apr-19,Data Analyst,Elizabeth Gray,karter.perry@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Retirement,Teacher often knowledge free best.,IT/IS,Field Operations,17-01-1943,MA,Civil Hand,Male,91193,Asian,Single,Fully Meets,1
2356,Sariah,Little,18-Nov-21,17-Dec-22,Data Analyst,Courtney Webb,sariah.little@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Audience deal cost figure student might let.,IT/IS,Catv,14-07-1955,MA,Laborer,Male,11058,Black,Single,Fully Meets,4
2357,Antoine,Murray,31-Dec-22,21-Jul-23,Production Manager,Erin Richard,antoine.murray@bilearner.com,PL,Active,Contract,Zone B,Temporary,Involuntary,Where author federal Democrat in institution.,Production       ,General - Con,15-09-1943,MA,Foreman,Female,48133,Black,Married,Fully Meets,1
2358,Summer,Huang,14-May-20,29-Nov-22,Production Manager,Christy Wagner,summer.huang@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Involuntary,A especially friend.,Production       ,Executive,20-03-1993,MA,Executive Assistant,Male,14776,Black,Married,Fully Meets,4
2359,Jaylyn,Contreras,13-Dec-20,12-Feb-23,Production Manager,Andrew Wright,jaylyn.contreras@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,Retirement,Suddenly part eye bag.,Production       ,Engineers,01-07-1996,MA,Project Manager,Female,87985,Other,Married,Fully Meets,2
2360,Brenna,York,16-Nov-21,23-Nov-22,Production Manager,Deborah Wood,brenna.york@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Decide rich traditional house task road.,Production       ,Fielders,06-10-1990,MA,Engineer,Female,26846,Asian,Widowed,Fully Meets,1
2361,Braden,Wiggins,01-Dec-22,06-Jul-23,Production Manager,Christine Randall,braden.wiggins@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Report provide home follow price.,Production       ,Project Management - Con,05-12-1996,MA,Supervisor,Female,66281,Asian,Divorced,Fully Meets,2
2362,Nola,Bullock,30-Oct-20,28-Jul-22,Production Manager,Debra Green,nola.bullock@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Involuntary,Building source bill true education form include.,Production       ,Field Operations,06-05-1974,MA,Construction Manager,Female,97050,Asian,Married,Fully Meets,2
2363,Kaleigh,Keller,08-Feb-21,25-Sep-22,Production Manager,Frances Olsen,kaleigh.keller@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Retirement,Least if civil partner court number song.,Production       ,Wireline Construction,17-02-1983,MA,Foreman,Female,14808,Hispanic,Widowed,Fully Meets,2
2364,Milagros,Jimenez,05-Aug-19,,Production Manager,Benjamin Johnson,milagros.jimenez@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,24-08-1960,MA,Technician,Male,53839,Black,Widowed,Fully Meets,5
2365,Timothy,Goodwin,29-Nov-18,09-Mar-23,Production Manager,Tyler Galvan,timothy.goodwin@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Temporary,Involuntary,Station today affect many know.,Production       ,Engineers,25-08-1953,MA,Technician,Female,43609,Black,Married,Fully Meets,1
2366,Reese,Kennedy,16-Nov-18,25-May-21,Production Manager,Terri Morris,reese.kennedy@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone B,Part-Time,Retirement,Factor strategy defense citizen.,Production       ,Fielders,22-07-1944,MA,Engineer,Female,83442,Asian,Divorced,Fully Meets,2
2367,Mariam,Doyle,23-Aug-20,11-Jun-22,Production Manager,John Hurst,mariam.doyle@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Resignation,Soon walk early star.,Production       ,Wireline Construction,29-07-1959,MA,Foreman,Female,6820,Hispanic,Widowed,Fully Meets,5
2368,Clinton,Brennan,22-Aug-20,09-Mar-23,President & CEO,Kristi Lee,clinton.brennan@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Like save Mr instead doctor traditional one.,Production       ,Wireline Construction,31-03-1950,MA,Splicer,Female,50782,White,Single,Fully Meets,1
2369,Maximilian,Moyer,19-Oct-21,10-Sep-22,Network Engineer,Nicole Sosa,maximilian.moyer@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Retirement,Window paper dark power knowledge must current.,Production       ,Field Operations,16-09-1987,MA,Engineer,Male,59893,Other,Divorced,Fully Meets,5
2370,Salvador,Robinson,21-Feb-20,29-Nov-21,Network Engineer,Cynthia Nguyen,salvador.robinson@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Retirement,Most sport property respond.,Production       ,Field Operations,31-01-1952,MA,Locator,Male,84707,Other,Widowed,Fully Meets,5
2371,Ahmed,Mcmahon,21-Nov-22,,Data Analyst,Brian Ortiz MD,ahmed.mcmahon@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,30-05-2000,MA,Supervisor,Male,59104,White,Married,Fully Meets,1
2372,Junior,York,05-Aug-19,06-Dec-21,Data Analyst,Lisa Davis,junior.york@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Involuntary,Skin none party discover fact low buy ok.,Production       ,Field Operations,10-03-1992,MA,Driller,Female,61932,Hispanic,Single,Fully Meets,2
2373,Marilyn,Wiley,05-Nov-20,04-Jun-22,Data Analyst ,Erica Allen,marilyn.wiley@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Resignation,Thought official else loss admit threat treat.,IT/IS,Catv,22-10-1982,MA,Foreman,Female,62911,Other,Divorced,Fully Meets,2
2374,Selena,Hebert,12-Jun-21,25-Feb-22,Data Analyst,Michael Lucas,selena.hebert@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Retirement,Industry majority population final. Bit go deal.,IT/IS,Field Operations,09-08-1962,MA,Laborer,Female,51977,Asian,Divorced,Fully Meets,2
2375,Selena,Adkins,13-Sep-18,,Data Analyst,Eric Campbell,selena.adkins@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Con,02-11-1958,MA,Foreman,Male,90110,Black,Single,Fully Meets,1
2376,Erica,Sloan,09-Apr-23,03-Jun-23,Production Manager,Jamie Simon,erica.sloan@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Involuntary,Move story heavy list image arrive today.,Production       ,Field Operations,10-10-1983,MA,Technician,Female,2573,Asian,Divorced,Fully Meets,4
2377,Payton,Nolan,09-Jan-21,,Production Manager,Jeremy Lee,payton.nolan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Executive,14-06-1960,MA,Vp,Male,2433,White,Single,Fully Meets,4
2378,Leticia,Parks,23-Mar-20,,Production Manager,Zachary Parker,leticia.parks@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Project Management - Eng,23-11-1944,MA,Administrative,Female,16691,Other,Married,Fully Meets,2
2379,Carolyn,Sosa,19-Oct-19,23-Dec-20,Production Manager,Jennifer Krause,carolyn.sosa@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Only subject throw conference official.,Production       ,Fielders,22-12-1991,MA,Technician,Female,28545,Asian,Divorced,Fully Meets,2
